State,Industry,Series.ID,Month,Turnover
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Mar,4.3
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Apr,6
ACT,"Cafes, restaurants and catering services",A3349849A,1985 May,5.8
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Jun,5.9
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Jul,6.4
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Aug,7
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Sep,6.7
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Oct,6.7
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Nov,6.8
ACT,"Cafes, restaurants and catering services",A3349849A,1985 Dec,7.6
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Jan,7.9
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Feb,6.1
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Mar,9.3
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Apr,7
ACT,"Cafes, restaurants and catering services",A3349849A,1986 May,7.5
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Jun,6.2
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Jul,9.8
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Aug,9.1
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Sep,9
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Oct,9.2
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Nov,9
ACT,"Cafes, restaurants and catering services",A3349849A,1986 Dec,11.1
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Jan,8.2
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Feb,7.9
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Mar,9
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Apr,9.3
ACT,"Cafes, restaurants and catering services",A3349849A,1987 May,9
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Jun,8.9
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Jul,8.7
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Aug,8.6
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Sep,9.1
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Oct,10.8
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Nov,9.4
ACT,"Cafes, restaurants and catering services",A3349849A,1987 Dec,12.6
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Jan,8.6
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Feb,8.7
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Mar,9.5
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Apr,9.6
ACT,"Cafes, restaurants and catering services",A3349849A,1988 May,9
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Jun,10.2
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Jul,10.3
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Aug,11.7
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Sep,11.4
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Oct,11
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Nov,11.5
ACT,"Cafes, restaurants and catering services",A3349849A,1988 Dec,11.5
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Jan,9.5
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Feb,8.4
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Mar,9.1
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Apr,8
ACT,"Cafes, restaurants and catering services",A3349849A,1989 May,9.3
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Jun,7.9
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Jul,8.9
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Aug,8.9
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Sep,8.1
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Oct,7.8
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Nov,8.3
ACT,"Cafes, restaurants and catering services",A3349849A,1989 Dec,8.9
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Jan,8.3
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Feb,8
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Mar,9.3
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Apr,8.9
ACT,"Cafes, restaurants and catering services",A3349849A,1990 May,9.4
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Jun,9.6
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Jul,10.3
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Aug,9.8
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Sep,12.3
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Oct,11.1
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Nov,11.7
ACT,"Cafes, restaurants and catering services",A3349849A,1990 Dec,11.2
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Jan,9.7
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Feb,11.1
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Mar,9.8
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Apr,10
ACT,"Cafes, restaurants and catering services",A3349849A,1991 May,10.5
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Jun,10
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Jul,10.5
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Aug,11.2
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Sep,12.2
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Oct,14.9
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Nov,14.9
ACT,"Cafes, restaurants and catering services",A3349849A,1991 Dec,14
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Jan,10.5
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Feb,9.9
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Mar,12.8
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Apr,12.1
ACT,"Cafes, restaurants and catering services",A3349849A,1992 May,12.9
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Jun,13
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Jul,12.1
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Aug,12.3
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Sep,12.7
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Oct,13.5
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Nov,13.1
ACT,"Cafes, restaurants and catering services",A3349849A,1992 Dec,14.3
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Jan,10.8
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Feb,11.4
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Mar,12.4
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Apr,11.1
ACT,"Cafes, restaurants and catering services",A3349849A,1993 May,11.3
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Jun,9.5
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Jul,12.6
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Aug,12.7
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Sep,12
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Oct,16.4
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Nov,14.8
ACT,"Cafes, restaurants and catering services",A3349849A,1993 Dec,20.3
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Jan,15.1
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Feb,14.4
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Mar,18
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Apr,15.4
ACT,"Cafes, restaurants and catering services",A3349849A,1994 May,16.1
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Jun,15.8
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Jul,15.5
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Aug,16.8
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Sep,15.7
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Oct,15.7
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Nov,17
ACT,"Cafes, restaurants and catering services",A3349849A,1994 Dec,18.6
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Jan,12.6
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Feb,14.7
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Mar,18.2
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Apr,15.9
ACT,"Cafes, restaurants and catering services",A3349849A,1995 May,17.1
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Jun,15.2
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Jul,14.6
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Aug,14.6
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Sep,14.9
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Oct,16.5
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Nov,15
ACT,"Cafes, restaurants and catering services",A3349849A,1995 Dec,15.3
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Jan,12
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Feb,12.9
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Mar,14.7
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Apr,13.7
ACT,"Cafes, restaurants and catering services",A3349849A,1996 May,14.6
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Jun,13.6
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Jul,13.2
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Aug,13.9
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Sep,13.9
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Oct,15
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Nov,16
ACT,"Cafes, restaurants and catering services",A3349849A,1996 Dec,15.1
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Jan,13.6
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Feb,13.5
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Mar,12.8
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Apr,13.6
ACT,"Cafes, restaurants and catering services",A3349849A,1997 May,15
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Jun,13
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Jul,14.7
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Aug,12.4
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Sep,12.8
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Oct,14
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Nov,13.9
ACT,"Cafes, restaurants and catering services",A3349849A,1997 Dec,13.2
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Jan,12.4
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Feb,12.5
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Mar,13.9
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Apr,13.7
ACT,"Cafes, restaurants and catering services",A3349849A,1998 May,14.4
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Jun,13.8
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Jul,12.8
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Aug,13.4
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Sep,14.2
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Oct,16.3
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Nov,15.3
ACT,"Cafes, restaurants and catering services",A3349849A,1998 Dec,17.2
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Jan,14
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Feb,13.8
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Mar,15.6
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Apr,15.3
ACT,"Cafes, restaurants and catering services",A3349849A,1999 May,15.6
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Jun,14.3
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Jul,14.9
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Aug,14.9
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Sep,15
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Oct,14.8
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Nov,16.9
ACT,"Cafes, restaurants and catering services",A3349849A,1999 Dec,15.2
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Jan,13.2
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Feb,13.5
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Mar,14.5
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Apr,15.2
ACT,"Cafes, restaurants and catering services",A3349849A,2000 May,15
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Jun,17.1
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Jul,16.5
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Aug,16.6
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Sep,18.1
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Oct,19.5
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Nov,19.6
ACT,"Cafes, restaurants and catering services",A3349849A,2000 Dec,19.7
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Jan,19.4
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Feb,18
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Mar,20.6
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Apr,23.5
ACT,"Cafes, restaurants and catering services",A3349849A,2001 May,23.7
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Jun,23
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Jul,21.3
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Aug,21.5
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Sep,21.2
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Oct,22.5
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Nov,22.5
ACT,"Cafes, restaurants and catering services",A3349849A,2001 Dec,23.6
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Jan,20.1
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Feb,20.1
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Mar,22
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Apr,20.8
ACT,"Cafes, restaurants and catering services",A3349849A,2002 May,20.8
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Jun,20.7
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Jul,20.3
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Aug,21
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Sep,21
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Oct,23.3
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Nov,23.8
ACT,"Cafes, restaurants and catering services",A3349849A,2002 Dec,24.4
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Jan,19.6
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Feb,20.6
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Mar,24.1
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Apr,24
ACT,"Cafes, restaurants and catering services",A3349849A,2003 May,25.7
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Jun,25.3
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Jul,26.1
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Aug,26.1
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Sep,25.7
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Oct,22.4
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Nov,22.1
ACT,"Cafes, restaurants and catering services",A3349849A,2003 Dec,21.6
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Jan,14.8
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Feb,18.8
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Mar,18.9
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Apr,18.8
ACT,"Cafes, restaurants and catering services",A3349849A,2004 May,20.1
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Jun,19.8
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Jul,20.4
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Aug,18.8
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Sep,18.5
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Oct,20.9
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Nov,18.2
ACT,"Cafes, restaurants and catering services",A3349849A,2004 Dec,18.7
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Jan,15.2
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Feb,14.1
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Mar,14.7
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Apr,18.1
ACT,"Cafes, restaurants and catering services",A3349849A,2005 May,17.8
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Jun,17.3
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Jul,17.2
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Aug,15
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Sep,14.4
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Oct,14.5
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Nov,13.4
ACT,"Cafes, restaurants and catering services",A3349849A,2005 Dec,13.6
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Jan,10.8
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Feb,11.2
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Mar,12.7
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Apr,13.2
ACT,"Cafes, restaurants and catering services",A3349849A,2006 May,14.7
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Jun,12.6
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Jul,13.6
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Aug,14.9
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Sep,15.1
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Oct,22
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Nov,18.2
ACT,"Cafes, restaurants and catering services",A3349849A,2006 Dec,21.1
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Jan,16.1
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Feb,16.6
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Mar,18.9
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Apr,20.3
ACT,"Cafes, restaurants and catering services",A3349849A,2007 May,23.9
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Jun,23.3
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Jul,23.7
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Aug,25.8
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Sep,24.3
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Oct,25.7
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Nov,25.2
ACT,"Cafes, restaurants and catering services",A3349849A,2007 Dec,26.4
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Jan,22.6
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Feb,27.6
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Mar,25.1
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Apr,24.3
ACT,"Cafes, restaurants and catering services",A3349849A,2008 May,25.8
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Jun,24.1
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Jul,24.4
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Aug,25.5
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Sep,23.6
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Oct,28.2
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Nov,27.1
ACT,"Cafes, restaurants and catering services",A3349849A,2008 Dec,27.4
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Jan,25.5
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Feb,28.6
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Mar,30.8
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Apr,29.4
ACT,"Cafes, restaurants and catering services",A3349849A,2009 May,32.7
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Jun,30.8
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Jul,33.9
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Aug,34.1
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Sep,34.2
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Oct,32.9
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Nov,32.1
ACT,"Cafes, restaurants and catering services",A3349849A,2009 Dec,34.5
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Jan,27.8
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Feb,31.4
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Mar,34.7
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Apr,33.9
ACT,"Cafes, restaurants and catering services",A3349849A,2010 May,35.6
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Jun,34.5
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Jul,31.7
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Aug,31.3
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Sep,31.4
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Oct,29.4
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Nov,28.3
ACT,"Cafes, restaurants and catering services",A3349849A,2010 Dec,30.4
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Jan,24.4
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Feb,25.8
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Mar,29.7
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Apr,27.9
ACT,"Cafes, restaurants and catering services",A3349849A,2011 May,27.5
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Jun,25.3
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Jul,25
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Aug,25.3
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Sep,25.8
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Oct,26.6
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Nov,24.5
ACT,"Cafes, restaurants and catering services",A3349849A,2011 Dec,28.4
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Jan,26.9
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Feb,28.2
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Mar,34.3
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Apr,30.5
ACT,"Cafes, restaurants and catering services",A3349849A,2012 May,35.2
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Jun,37
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Jul,31.8
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Aug,36.4
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Sep,38.2
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Oct,33.7
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Nov,37.2
ACT,"Cafes, restaurants and catering services",A3349849A,2012 Dec,39.3
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Jan,33.5
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Feb,38.4
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Mar,49.1
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Apr,40.5
ACT,"Cafes, restaurants and catering services",A3349849A,2013 May,38.8
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Jun,40.3
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Jul,42.7
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Aug,40.3
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Sep,39.7
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Oct,44.2
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Nov,39.6
ACT,"Cafes, restaurants and catering services",A3349849A,2013 Dec,38.4
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Jan,30.7
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Feb,34.4
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Mar,39.3
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Apr,35.9
ACT,"Cafes, restaurants and catering services",A3349849A,2014 May,36.5
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Jun,34.5
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Jul,35.9
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Aug,35.1
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Sep,38.3
ACT,"Cafes, restaurants and catering services",A3349849A,2014 Oct,35.5
